t,name,C,q,a,F,H,lawfulness,record_intensity,fidelity,digital_record,P_ref,P,K,O,benefit,cost,net,dF,dq,dC,dH
18,World/coercive panoptic regime,0.0,0.6175086625461453,0.7,0.06647416564121976,0.9793463198216342,0.18,0.86,0.66,9.866668911092095,0.160812332008546,0.19984771128421766,0.2075350702474168,0.0,0.0007421205069963328,0.0785618146458419,-0.07781969413884557,-0.04457242738819535,0.0020057592324687905,-0.021156,0.02788994835414443
19,World/coercive panoptic regime,0.0,0.6195124135066149,0.7,0.02194636651967395,1.0072296543856822,0.18,0.86,0.66,10.335602221981175,0.160812332008546,0.20501200703309033,0.21185070077516802,0.0,0.0007575526838879078,0.07838525202995193,-0.07762769934606402,-0.04452779912154581,0.0020037509604695614,-0.021156,0.02788333456404804
20,World/coercive panoptic regime,0.0,0.621513714930063,0.7,0.0,1.0351056090926865,0.18,0.86,0.66,10.799846199761364,0.160812332008546,0.21071167061294108,0.21666620533232264,0.0,0.0007747723503237459,0.07818360173576235,-0.0774088293854386,-0.04447336496551427,0.002001301423448142,-0.021156,0.02787595470700411
21,World/coercive panoptic regime,0.0,0.6235160092002205,0.7,0.0,1.062980311204997,0.18,0.86,0.66,11.25944773776375,0.160812332008546,0.21212431964768885,0.21748354846238385,0.0,0.0007776950712756692,0.07818067777028631,-0.07740298269901064,-0.044495428225723416,0.002002294270157554,-0.021156,0.02787470211231043
22,World/coercive panoptic regime,0.0,0.6255229553809346,0.7,0.0,1.0908602465427029,0.18,0.86,0.66,11.714453260386113,0.160812332008546,0.20900004584911971,0.21406876405796438,0.0,0.0007654842120195937,0.07838844789059704,-0.07762296367857745,-0.044598804015866994,0.002006946180714015,-0.021156,0.02787993533770589
23,World/coercive panoptic regime,0.0,0.6275344980675823,0.7,0.0,1.1187452984895299,0.18,0.86,0.66,12.164908727782253,0.160812332008546,0.20595859837520314,0.2107300741086545,0.0,0.0007535454574036554,0.07859266049217564,-0.07783911503477199,-0.044700948592172066,0.002011542686647743,-0.021156,0.027885051946827007
24,World/coercive panoptic regime,0.0,0.6295505842090899,0.7,0.0,1.1466353550209423,0.18,0.86,0.66,12.610859640504431,0.160812332008546,0.20299675020189253,0.20746448241301724,0.0,0.00074186809337106,0.07879345947382065,-0.07805159138044959,-0.04480191425572407,0.0020160861415075833,-0.021156,0.027890056531412404
25,World/coercive panoptic regime,0.0,0.6315711629870131,0.7,0.0,1.1745303084690715,0.18,0.86,0.66,13.052351044099387,0.160812332008546,0.2001114393814845,0.20426914615853622,0.0,0.0007304419543653865,0.07899098135794108,-0.07826053940357569,-0.04490175062051462,0.002020578777923158,-0.021156,0.02789495344812912
26,World/coercive panoptic regime,0.0,0.6335961857022795,0.7,0.0,1.2024300553024667,0.18,0.86,0.66,13.489427533658393,0.160812332008546,0.19729975864090474,0.20114136624949858,0.0,0.000719257388744257,0.07918535575650175,-0.07846609836775749,-0.045000504783697715,0.002025022715266397,-0.021156,0.027899746833395318
27,World/coercive panoptic regime,0.0,0.6356256056690193,0.7,0.0,1.2303344959195641,0.18,0.86,0.66,13.922133258321809,0.160812332008546,0.19455894575539454,0.1980785783562287,0.0,0.000708305226772471,0.07937670580217494,-0.07866840057540248,-0.04509822148310514,0.0020294199667397314,-0.021156,0.027904440617097515
28,World/coercive panoptic regime,0.0,0.6376593781149595,0.7,0.0,1.2582435344548613,0.18,0.86,0.66,14.35051192573859,0.160812332008546,0.19188637463109004,0.19507834462377915,0.0,0.0006975767509732794,0.07956514854768731,-0.07886757179671404,-0.04519494324311736,0.0020337724459402813,-0.021156,0.027909038535297165
29,World/coercive panoptic regime,0.0,0.6396974600879041,0.7,0.0,1.2861570785968737,0.18,0.86,0.66,14.774606806481206,0.160812332008546,0.18927954703641717,0.19213834598417334,0.0,0.0006870636686378857,0.07975079533606048,-0.0790637316674226,-0.04529071050987951,0.002038081972944578,-0.021156,0.027913544142012334
30,World/coercive panoptic regime,0.0,0.6417398103678582,0.7,0.0,1.3140750394170255,0.18,0.86,0.66,15.194460738416394,0.160812332008546,0.18673608492796767,0.18925637502163709,0.0,0.0006767580863123716,0.07993375214418617,-0.0792569940578738,-0.04538556177675764,0.002042350279954094,-0.021156,0.02791796082015184
31,World/coercive panoptic regime,0.0,0.6437863893843963,0.7,0.0,1.3419973312086977,0.18,0.86,0.66,15.61011613103223,0.160812332008546,0.1842537233216528,0.18643032934503473,0.0,0.0006666524860983228,0.08011411990194589,-0.07944746741584757,-0.04547953370084516,0.0020465790165380324,-0.021156,0.027922291791672146
32,World/coercive panoptic regime,0.0,0.6458371591389027,0.7,0.0,1.3699238713357182,0.18,0.86,0.66,16.021614969721906,0.160812332008546,0.1818303036645253,0.1836582054260001,0.0,0.0006567397036187252,0.08029199478887854,-0.07963525508525982,-0.0455726612112543,0.0020507697545064435,-0.021156,0.027926540127020547
33,World/coercive panoptic regime,0.0,0.6478920831313464,0.7,0.0,1.3978545800896407,0.18,0.86,0.66,16.428998820024685,0.160812332008546,0.1794637676667792,0.1809380928650855,0.0,0.0006470129075144019,0.08046746851021412,-0.07982045560269972,-0.045664977609858645,0.002054923992443639,-0.021156,0.0279307087539224
34,World/coercive panoptic regime,0.0,0.6499511262912755,0.7,0.0,1.4257893805552055,0.18,0.86,0.66,16.832308831824438,0.160812332008546,0.17715215155712893,0.1782681690516923,0.0,0.0006374655803485655,0.08064062855392588,-0.08000316297357732,-0.04575651466509249,0.002059043159929162,-0.021156,0.027934800465564902
35,World/coercive panoptic regime,0.0,0.6520142549127466,0.7,0.0,1.4537281984834307,0.18,0.86,0.66,17.23158574350619,0.160812332008546,0.17489358072809347,0.17564669418663412,0.0,0.0006280915008081013,0.0808115584303036,-0.0801834669294955,-0.045847302699357564,0.0020631286214710903,-0.021156,0.0279388179282251
36,World/coercive panoptic regime,0.0,0.6540814365929208,0.7,0.0,1.4816709621718163,0.18,0.86,0.66,17.626869886071127,0.160812332008546,0.172686264740696,0.17307200663896743,0.0,0.0006188847271001509,0.08098033789541696,-0.08036145316831682,-0.0459373706705387,0.0020671816801742415,-0.021156,0.02794276368838565
37,World/coercive panoptic regime,0.0,0.6561526401740847,0.7,0.0,1.5096176023511942,0.18,0.86,0.66,18.018201187210416,0.160812332008546,0.17052849266078293,0.17054251861122738,0.0,0.0006098395814515158,0.0811470431597163,-0.08053720357826478,-0.04602674624808534,0.00207120358116384,-0.021156,0.027946640179377924
38,World/coercive panoptic regime,0.0,0.6582278356888681,0.7,0.0,1.5375680520787829,0.18,0.86,0.66,18.40561917533831,0.160812332008546,0.16841862870159122,0.16805671208946565,0.0,0.0006009506356264785,0.08131174708290974,-0.08071079644728325,-0.046115455884076166,0.0020751955147834274,-0.021156,0.02795044972758865
39,World/coercive panoptic regime,0.0,0.6603069943084523,0.7,0.0,1.565522246637046,0.18,0.86,0.66,18.789162983584923,0.160812332008546,0.16635510814938662,0.16561313505652683,0.0,0.0005922126973859331,0.08147451935615664,-0.0808823066587707,-0.04620352487964754,0.002079158619584139,-0.021156,0.027954194558263173
40,World/coercive panoptic regime,0.0,0.6623900882935734,0.7,0.0,1.5934801234379814,0.18,0.86,0.66,19.168871353749072,0.160812332008546,0.16433643355097552,0.16321039794884407,0.0,0.0005836207978173125,0.08163542667252871,-0.08105180587471139,-0.046290977447134236,0.0020830939851210406,-0.021156,0.02795787680093544
41,World/coercive panoptic regime,0.0,0.6644770909481442,0.7,0.0,1.6214416219324939,0.18,0.86,0.66,19.54478264021158,0.160812332008546,0.16236117114368537,0.16084717033870127,0.0,0.0005751701794707552,0.08179453288660893,-0.08121936270713817,-0.046377836768241046,0.002087002654570847,-0.021156,0.027961498494512533
42,World/coercive panoptic regime,0.0,0.6665679765753284,0.7,0.0,1.649406683524533,0.18,0.86,0.66,19.916934813809462,0.160812332008546,0.16042794751003406,0.15852217782542308,0.0,0.0005668562852423739,0.08195189916402672,-0.08138504287878434,-0.046464125048537516,0.002090885627184188,-0.021156,0.027965061592038983
43,World/coercive panoptic regime,0.0,0.6686627204359128,0.7,0.0,1.6773752514896971,0.18,0.86,0.66,20.285365465671365,0.160812332008546,0.15853544644078155,0.15623419912032346,0.0,0.0005586747479503823,0.08210758412166004,-0.08154890937370966,-0.0465498635685432,0.002094743860584444,-0.021156,0.027968567965164122
44,World/coercive panoptic regime,0.0,0.670761298708837,0.7,0.0,1.705347270898031,0.18,0.86,0.66,20.65011181101465,0.160812332008546,0.15668240599139227,0.1539820633114855,0.0,0.0005506213805542748,0.08226164395917648,-0.08171102257862221,-0.04663507273164963,0.0020985782729242334,-0.021156,0.02797201940833388
45,World/coercive panoptic regime,0.0,0.6728636884537468,0.7,0.0,1.7333226885407576,0.18,0.86,0.66,21.011210692904502,0.160812332008546,0.15486761571815572,0.1517646472955815,0.0,0.000542692166971324,0.08241413258252976,-0.08187144041555844,-0.04671977210910422,0.0021023897449096896,-0.021156,0.027975417642726576
46,World/coercive panoptic regime,0.0,0.6749698675754486,0.7,0.0,1.7613014528607083,0.18,0.86,0.66,21.368698585975455,0.160812332008546,0.15308991408131378,0.14958087336496464,0.0,0.0005348832534483098,0.08256510171997929,-0.08203021846653098,-0.04680398048226416,0.002106179121701887,-0.021156,0.027978764319950725
47,World/coercive panoptic regime,0.0,0.6770798147901527,0.7,0.0,1.7892835138862297,0.18,0.86,0.66,21.722611600115698,0.160812332008546,0.15134818600355474,0.14742970693920568,0.0,0.0005271909404497669,0.08271460103115442,-0.08218741009070465,-0.04688771588231082,0.002109947214703987,-0.021156,0.02798206102552153
48,World/coercive panoptic regime,0.0,0.6791935095933948,0.7,0.0,1.817268823168361,0.18,0.86,0.66,22.07298548411454,0.160812332008546,0.14964136057314623,0.14531015443109718,0.0,0.0005196116750270718,0.08286267820964462,-0.08234306653461755,-0.04697099562760093,0.0021136948032420416,-0.021156,0.027985309282131256
49,World/coercive panoptic regime,0.0,0.6813109322295415,0.7,0.0,1.8452573337210885,0.18,0.86,0.66,22.419855629273393,0.160812332008546,0.14796840888182144,0.14322126123793022,0.0,0.0005121420436354899,0.08300937907955853,-0.08249723703592304,-0.04705383635881644,0.0021174226361467398,-0.021156,0.027988510552727646
50,World/coercive panoptic regime,0.0,0.6834320636627843,0.7,0.0,1.873248999964502,0.18,0.86,0.66,22.763257072980657,0.160812332008546,0.1463283419882935,0.14116210984955754,0.0,0.0005047787653688358,0.08315474768646108,-0.08264996892109225,-0.047136254072062664,0.0021211314332428197,-0.021156,0.027991666243413357
51,World/coercive panoptic regime,0.0,0.6855568855495366,0.7,0.0,1.9012437776706803,0.18,0.86,0.66,23.10322450225085,0.160812332008546,0.1447202089989727,0.13913181806540645,0.0,0.0004975186855837256,0.08329882638306627,-0.08280130769748253,-0.04721826415005287,0.002124821886752379,-0.021156,0.027994777706178402
52,World/coercive panoptic regime,0.0,0.6876853802121544,0.7,0.0,1.929241623912157,0.18,0.86,0.66,23.43979225722834,0.160812332008546,0.1431430952581013,0.13712953731320204,0.0,0.0004903587698875329,0.08344165591003444,-0.0829512971401469,-0.04729988139150677,0.0021284946626178047,-0.021156,0.027997846241476772
53,World/coercive panoptic regime,0.0,0.689817530613904,0.7,0.0,1.9572424970128144,0.18,0.86,0.66,23.772994334656055,0.160812332008546,0.14159612064010402,0.13515445106270282,0.0,0.00048329609846609777,0.08358327547219682,-0.08309997937373072,-0.047381120038880994,0.0021321504017496446,-0.021156,0.028000873100657388
54,World/coercive panoptic regime,0.0,0.6919533203351084,0.7,0.0,1.9852463565010734,0.18,0.86,0.66,24.10286439130949,0.160812332008546,0.14007843793748878,0.13320577332825012,0.0,0.00047632786072902307,0.08372372281050613,-0.0832473949497771,-0.0474619938045406,0.002135789721204327,-0.021156,0.02800385948825899
55,World/coercive panoptic regime,0.0,0.6940927335504047,0.7,0.0,2.0132531630652513,0.18,0.86,0.66,24.429435747396397,0.160812332008546,0.13858923133812537,0.13128274725439174,0.0,0.0004694513502520343,0.08386303426998952,-0.08339358291973749,-0.04754251589547276,0.002139413215296274,-0.021156,0.0280068065641777
56,World/coercive panoptic regime,0.0,0.6962357550070534,0.7,0.0,2.0412628785109668,0.18,0.86,0.66,24.75274138992243,0.160812332008546,0.1371277149861785,0.12938464377925693,0.0,0.0004626639599973693,0.08400124486396043,-0.08353858090396306,-0.04762269903663635,0.0021430214566486357,-0.021156,0.028009715445715413
57,World/coercive panoptic regime,0.0,0.6983823700042399,0.7,0.0,2.0692754657204833,0.18,0.86,0.66,25.072813976023205,0.160812332008546,0.1356931316213885,0.1275107603707493,0.0,0.000455963177794555,0.08413838833472713,-0.08368242515693257,-0.0477025554930342,0.002146614997186539,-0.021156,0.02801258720951662
58,World/coercive panoptic regime,0.0,0.7005325643733163,0.7,0.0,2.097290888613884,0.18,0.86,0.66,25.389685836262974,0.160812332008546,0.13428475129177256,0.12566041983097512,0.0,0.0004493465820651873,0.0842744972110183,-0.08382515062895311,-0.04778209709058859,0.002150194369076486,-0.021156,0.028015422893400633
59,World/coercive panoptic regime,0.0,0.7026863244589316,0.7,0.0,2.12530911211198,0.18,0.86,0.66,25.703388977900342,0.160812332008546,0.1329018701351703,0.12383296916465178,0.0,0.00044281183777649503,0.08440960286233125,-0.08396679102455476,-0.04786133523589518,0.0021537600856152833,-0.021156,0.02801822349809579
60,World/coercive panoptic regime,0.0,0.7048436371010033,0.7,0.0,2.1533301021008615,0.18,0.86,0.66,26.01395508812134,0.160812332008546,0.1315438092253811,0.12202777850754393,0.0,0.0004363566926095562,0.08454373555039227,-0.08410737885778272,-0.047940280934924376,0.0021573126420715966,-0.021156,0.02802098998888162
61,World/coercive panoptic regime,0.0,0.7070044896174864,0.7,0.0,2.181353825398006,0.18,0.86,0.66,26.321415537240124,0.160812332008546,0.13020991347893623,0.12024424011124638,0.0,0.0004299789733290037,0.08467692447790726,-0.08424694550457826,-0.04801894481073539,0.0021608525164830924,-0.021156,0.028023723297144712
62,World/coercive panoptic regime,0.0,0.7091688697878983,0.7,0.0,2.2093802497198594,0.18,0.86,0.66,26.62580138186772,0.160812332008546,0.12889955061882558,0.1184817673808933,0.0,0.00042367658234198876,0.08480919783476663,-0.08438552125242464,-0.04809733712026278,0.0021643801704118253,-0.021156,0.028026424321853434
63,World/coercive panoptic regime,0.0,0.7113367658375587,0.7,0.0,2.237409343650816,0.18,0.86,0.66,26.92714336804904,0.160812332008546,0.1276121101917486,0.1167397939626039,0.0,0.00041744749443499603,0.08494058284185867,-0.08452313534742367,-0.04817546777023173,0.002167896049660428,-0.021156,0.02802909393095643
64,World/coercive panoptic regime,0.0,0.7135081664225101,0.7,0.0,2.2654410766135253,0.18,0.86,0.66,27.22547193436855,0.160812332008546,0.12634700263569634,0.11501777287769638,0.0,0.0004112897536778969,0.0850711057926337,-0.08465981603895581,-0.048253346332254164,0.002171400584951437,-0.021156,0.028031732962709475
65,World/coercive panoptic regime,0.0,0.7156830606150821,0.7,0.0,2.29347541884046,0.18,0.86,0.66,27.520817215024863,0.160812332008546,0.12510365839488488,0.11331517570089908,0.0,0.000405201470485331,0.08520079209255303,-0.0847955906220677,-0.048330982057154415,0.0021748941925719485,-0.021156,0.02803434222693486
66,World/coercive panoptic regime,0.0,0.7178614378900677,0.7,0.0,2.3215123413466774,0.18,0.86,0.66,27.81320904287461,0.160812332008546,0.12388152707925999,0.11163149177997578,0.0,0.0003991808188261798,0.08532966629654651,-0.08493048547772032,-0.04840838388856984,0.0021783772749856428,-0.021156,0.02803692250621735
67,World/coercive panoptic regime,0.0,0.7200432881114819,0.7,0.0,2.349551815903718,0.18,0.86,0.66,28.102676952445865,0.160812332008546,0.12268007666598024,0.10996622749435345,0.0,0.0003932260335725086,0.08545775214459522,-0.08506452611102272,-0.0484855604758688,0.0021818502214140958,-0.021156,0.028039474557040353
68,World/coercive panoptic regime,0.0,0.722228601519871,0.7,0.0,2.3775938150145834,0.18,0.86,0.66,28.389250182921405,0.160812332008546,0.12149879274045318,0.10831890555049825,0.0,0.0003873354079799157,0.08558507259554751,-0.0851977371875676,-0.048562520186425345,0.0021853134083891406,-0.021156,0.028041999110865752
69,World/coercive panoptic regime,0.0,0.724417368720149,0.7,0.0,2.405638311889744,0.18,0.86,0.66,28.67295768109219,0.160812332008546,0.12033717777466076,0.106689064311936,0.0,0.0003815072912917657,0.08571164985926982,-0.08533014256797805,-0.048639271117288024,0.002188767200277961,-0.021156,0.02804449687516067
70,World/coercive panoptic regime,0.0,0.7266095806699314,0.7,0.0,2.4336852804241182,0.18,0.86,0.66,28.953828104281264,0.160812332008546,0.11919475044065536,0.10507625716194707,0.0,0.0003757400864602633,0.08583750542722698,-0.08546176534076672,-0.048715821106276855,0.0021922119497824583,-0.021156,0.028046968534374172
71,World/coercive panoptic regime,0.0,0.7288052286683457,0.7,0.0,2.461734695174985,0.18,0.86,0.66,29.23188982323845,0.160812332008546,0.11807104495724445,0.103480051897093,0.0,0.00037003224797777694,0.0859626601015807,-0.08559262785360292,-0.048792177742541264,0.0021956479984143566,-0.021156,0.02804941475086667
72,World/coercive panoptic regime,0.0,0.7310043043452932,0.7,0.0,2.48978653134078,0.18,0.86,0.66,29.507170925006065,0.160812332008546,0.11696561046800893,0.10190003014985255,0.0,0.00036438227981225476,0.0860871340228893,-0.08572275174307704,-0.048868348376608875,0.002199075676947399,-0.021156,0.02805183616579475
73,World/coercive panoptic regime,0.0,0.7332067996511411,0.7,0.0,2.517840764740734,0.18,0.86,0.66,29.779699215756004,0.160812332008546,0.11587801044891681,0.10033578683874878,0.0,0.000358788733440945,0.08621094669648616,-0.08585215796304521,-0.04894434012995384,0.002202495305847923,-0.021156,0.02805423339995388
74,World/coercive panoptic regime,0.0,0.7354127068468261,0.7,0.0,2.545897371795315,0.18,0.86,0.66,30.04950222359844,0.160812332008546,0.11480782214390407,0.09878692964445623,0.0,0.00035325020597701815,0.08633411701761,-0.08598086681163299,-0.04902015990411097,0.0022059071956849934,-0.021156,0.028056607054581278
75,World/coercive panoptic regime,0.0,0.7376220184943474,0.7,0.0,2.5739563295074364,0.18,0.86,0.66,30.316607201362455,0.160812332008546,0.11375463602689538,0.09725307851046738,0.0,0.0003477653383840101,0.08645666329535523,-0.08610889795697121,-0.04909581438936071,0.0022093116475212318,-0.021156,0.02805895771212114
76,World/coercive panoptic regime,0.0,0.7398347274476328,0.7,0.0,2.6020176154443906,0.18,0.86,0.66,30.58104112934883,0.160812332008546,0.11271805528883183,0.09573386516698712,0.0,0.0003423328137733259,0.08657860327550616,-0.08623627046173284,-0.049171310073008366,0.0022127089532853763,-0.021156,0.02806128593695429
77,World/coercive panoptic regime,0.0,0.7420508268437603,0.7,0.0,2.630081207720485,0.18,0.86,0.66,30.84283071805534,0.160812332008546,0.11169769534836162,0.09422893267680585,0.0,0.0003369513557803365,0.08669995416231553,-0.0863630028065352,-0.0492466532472793,0.0022160993961275687,-0.021156,0.028063592276094142
78,World/coercive panoptic regime,0.0,0.7442703100945186,0.7,0.0,2.6581470849803357,0.18,0.86,0.66,31.102002410874785,0.160812332008546,0.11069318338493055,0.09273793500197772,0.0,0.0003316197270148721,0.08682073263928364,-0.08648911291226877,-0.04932185001685088,0.0022194832507582895,-0.021156,0.02806587725985077
79,World/coercive panoptic regime,0.0,0.7464931708782904,0.7,0.0,2.6862152263828003,0.18,0.86,0.66,31.358582386766034,0.160812332008546,0.10970415789308602,0.09126053659020131,0.0,0.00032633672758216903,0.08694095488899109,-0.08661461816140892,-0.04939690630604037,0.0022228607837718167,-0.021156,0.028068141402464785
80,World/coercive panoptic regime,0.0,0.7487194031322454,0.7,0.0,2.7142856115855127,0.18,0.86,0.66,31.61259656289837,0.160812332008546,0.10873026825687951,0.0897964119798664,0.0,0.0003211011936705647,0.08706063661203509,-0.08673953541836452,-0.04947182786566693,0.002226232253955012,-0.021156,0.028070385202712614
81,World/coercive panoptic regime,0.0,0.7509490010448276,0.7,0.0,2.7423582207299972,0.18,0.86,0.66,31.864070597269386,0.160812332008546,0.10777117434331925,0.08834524542279329,0.0,0.0003159119962024581,0.08717979304511594,-0.08686388104891349,-0.04954662027960488,0.0022295979125822197,-0.021156,0.028072609144484662
82,World/coercive panoptic regime,0.0,0.7531819590485246,0.7,0.0,2.770433034427335,0.18,0.86,0.66,32.11302989129669,0.160812332008546,0.10682654611388533,0.08690673052374576,0.0,0.000310768039545252,0.08729843897831825,-0.08698767093877299,-0.04962128897104423,0.0022329580036969904,-0.021156,0.02807481369733775
83,World/coercive panoptic regime,0.0,0.7554182718129059,0.7,0.0,2.7985100337443582,0.18,0.86,0.66,32.35949959238373,0.160812332008546,0.10589606325318,0.08548056989585742,0.0,0.0003056682602791986,0.08741658877162777,-0.08711092051134857,-0.04969583920847359,0.0022363127643813116,-0.021156,0.0280769993170232
84,World/coercive panoptic regime,0.0,0.7576579342379188,0.7,0.0,2.82658920019035,0.18,0.86,0.66,32.603504596459885,0.160812332008546,0.10497941481383738,0.08406647483115615,0.0,0.00030061162601923466,0.08753425637072344,-0.08723364474470421,-0.04977027611139967,0.002239662425012985,-0.021156,0.028079166445991757
85,World/coercive panoptic regime,0.0,0.7599009414474306,0.7,0.0,2.8546705157042265,0.18,0.86,0.66,32.84506955049528,0.160812332008546,0.1040762988768691,0.08266416498542323,0.0,0.0002955971342880752,0.08765145532208135,-0.08735585818779328,-0.04984460465581692,0.0022430072095117612,-0.021156,0.02808131551387654
86,World/coercive panoptic regime,0.0,0.7621472887830054,0.7,0.0,2.8827539626421816,0.18,0.86,0.66,33.084218854990326,0.160812332008546,0.10318642222666927,0.08127336807666355,0.0,0.00029062381143797963,0.08776819878742495,-0.08747757497598697,-0.04991882967943968,0.0022463473355747855,-0.021156,0.028083446937955153
87,World/coercive panoptic regime,0.0,0.7643969717979073,0.7,0.0,2.9108395237657736,0.18,0.86,0.66,33.32097666644042,0.160812332008546,0.10230950003994674,0.07989381959650899,0.0,0.0002856907116187646,0.08788449955755465,-0.08759880884593588,-0.049992955886709003,0.002249683014901905,-0.021156,0.028085561123591958
88,World/coercive panoptic regime,0.0,0.7666499862513186,0.7,0.0,2.9389271822304353,0.18,0.86,0.66,33.55536689977602,0.160812332008546,0.10144525558789269,0.07852526253390973,0.0,0.00028079691578975716,0.08800037006558759,-0.08771957314979782,-0.05006698785358524,0.0022530144534113356,-0.021156,0.028087658464661533
89,World/coercive panoptic regime,0.0,0.7689063281027648,0.7,0.0,2.9670169215743893,0.18,0.86,0.66,33.787413230778256,0.160812332008546,0.1005934199509332,0.07716744711051168,0.0,0.00027594153077353654,0.08811582239963636,-0.08783988086886282,-0.050140930032137,0.002256341851446165,-0.021156,0.028089739343954197
90,World/coercive panoptic regime,0.0,0.771165993506737,0.7,0.0,2.995108725707954,0.18,0.86,0.66,34.01713909847047,0.160812332008546,0.09975373174544988,0.07582013052714448,0.0,0.00027112368834940543,0.08823086831495473,-0.08795974462660533,-0.050214786754936604,0.002259665403972147,-0.021156,0.02809180413356454
91,World/coercive panoptic regime,0.0,0.7734289788075042,0.7,0.0,3.0232025789032178,0.18,0.86,0.66,34.244567707485764,0.160812332008546,0.09892593686188804,0.07448307672088278,0.0,0.0002663425443846703,0.08834551924557563,-0.08807917670119096,-0.050288562239271216,0.0022629853007672045,-0.021156,0.028093853195263713
92,World/coercive panoptic regime,0.0,0.7756952805341072,0.7,0.0,3.051298465784074,0.18,0.86,0.66,34.46972203041091,0.160812332008546,0.09810978821370236,0.07315605613216863,0.0,0.0002615972780018992,0.08845978631546675,-0.08819818903746485,-0.05036226059117897,0.002266301726603054,-0.021156,0.02809588688085633
93,World/coercive panoptic regime,0.0,0.7779648953955265,0.7,0.0,3.0793963713165966,0.18,0.86,0.66,34.69262481010679,0.160812332008546,0.09730504549662149,0.0718388454815139,0.0,0.0002568870907804359,0.088573680349226,-0.08831679325844556,-0.050435885809318085,0.0022696148614193136,-0.021156,0.02809790553252267
94,World/coercive panoptic regime,0.0,0.780237820276017,0.7,0.0,3.1074962807997437,0.18,0.86,0.66,34.91329856200572,0.160812332008546,0.09651147495773972,0.07053122755532482,0.0,0.0002522112059905349,0.08868721188233974,-0.08843500067634921,-0.05050944178867729,0.0022729248804904782,-0.021156,0.028099909483146914
95,World/coercive panoptic regime,0.0,0.782514052230603,0.7,0.0,3.135598179856376,0.18,0.86,0.66,35.13176557638566,0.160812332008546,0.09572884917397183,0.06923299100041919,0.0,0.000247568867858579,0.08880039117102365,-0.08855282230316507,-0.05058293232413495,0.0022762319545860726,-0.021156,0.02810189905663204
96,World/coercive panoptic regime,0.0,0.7847935884807273,0.7,0.0,3.163702054424578,0.18,0.86,0.66,35.3480479206218,0.160812332008546,0.09495694683943119,0.06794393012682656,0.0,0.00024295934086191658,0.08891322820166644,-0.08867026886080452,-0.05065636111387408,0.0022795362501243335,-0.021156,0.028103874568202035
97,World/coercive panoptic regime,0.0,0.787076426410047,0.7,0.0,3.19180789074927,0.18,0.86,0.66,35.56216744141558,0.160812332008546,0.09419555256131451,0.06666384471848441,0.0,0.00023838190905193404,0.08902573269989454,-0.0887873507908426,-0.05072973176265985,0.002282837929319693,-0.021156,0.02810583632469203
98,World/coercive panoptic regime,0.0,0.7893625635603714,0.7,0.0,3.219915675374097,0.18,0.86,0.66,35.77414576700142,0.160812332008546,0.09344445666389987,0.06539253985146562,0.0,0.0002338358754040589,0.08913791413927594,-0.08890407826387188,-0.05080304778498625,0.002286137150324381,-0.021156,0.028107784624826833
99,World/coercive panoptic regime,0.0,0.7916519976277357,0.7,0.0,3.2480253951335856,0.18,0.86,0.66,35.984004309331404,0.160812332008546,0.092703455000284,0.0641298257193893,0.0,0.00022932056119344982,0.0892497817496791,-0.08902046118848565,-0.05087631260809773,0.002289434067364398,-0.021156,0.028109719759488522
100,World/coercive panoptic regime,0.0,0.7939447264586059,0.7,0.0,3.276137037145559,0.18,0.86,0.66,36.19176426623809,0.160812332008546,0.09197234877150447,0.06287551746568595,0.0,0.00022483530539519708,0.08936134452530335,-0.08913650921990815,-0.050949529574891725,0.0022927288308701274,-0.021156,0.028111642011973487
101,World/coercive panoptic regime,0.0,0.7962407480462077,0.7,0.0,3.3042505888037983,0.18,0.86,0.66,36.3974466235757,0.160812332008546,0.09125094435271248,0.06162943502240659,0.0,0.00022037946410792327,0.08947261123239553,-0.0892522317682876,-0.05102270194670732,0.0022960215876018293,-0.021156,0.028113551658239463
102,World/coercive panoptic regime,0.0,0.7985400605269779,0.7,0.0,3.3323660377709414,0.18,0.86,0.66,36.60107215733994,0.160812332008546,0.09053905312607638,0.06039140295527867,0.0,0.0002159524099997219,0.0895835904166668,-0.08936763800666708,-0.051095832906005445,0.0022993124807702448,-0.021156,0.028115448967142978
103,World/coercive panoptic regime,0.0,0.8008426621771304,0.7,0.0,3.360483371971609,0.18,0.86,0.66,36.80266143576654,0.160812332008546,0.08983649132011517,0.05916125031472946,0.0,0.0002115535317754348,0.08969429041042365,-0.08948273687864822,-0.051168925558945325,0.0023026016501525395,-0.021156,0.02811733420066767
104,World/coercive panoptic regime,0.0,0.8031485514093342,0.7,0.0,3.388602579585753,0.18,0.86,0.66,37.00223482140887,0.160812332008546,0.0891430798551748,0.057938810492610265,0.0,0.0002071822336643152,0.08980471933942533,-0.08959753710576102,-0.05124198293786185,0.0023058892322037833,-0.021156,0.028119207614143864
105,World/coercive panoptic regime,0.0,0.8054577267694983,0.7,0.0,3.4167236490422126,0.18,0.86,0.66,37.19981247319478,0.160812332008546,0.08845864419477519,0.0567239210843688,0.0,0.00020283793492717272,0.08991488512948023,-0.08971204719455306,-0.05131500800364837,0.0023091753601641764,-0.021156,0.028121069456459785
